Building_Name_English,Building_Name_Traditional_Chinese,Address_English,Address_Traditional_Chinese,COCR_No,BEC_Edition,Issue_Date,Expiry_Date,Remark,Easting,Latitude,Longitude,Northing
"SOL CITY (Tower 3)","朗城滙 (第3座)","1 Ma Wang Road, Yuen Long, N.T.","新界元朗媽橫路1號","34-18133","2015",2020-08-24,2030-08-23,"","820673","22.44654","114.02537","834131"
"SOL CITY (Tower 5)","朗城滙 (第5座)","1 Ma Wang Road, Yuen Long, N.T.","新界元朗媽橫路1號","34-18134","2015",2020-08-24,2030-08-23,"","820671","22.44733","114.02536","834218"
"Aurora (Basement)","映日灣 (地庫)","88 Yeung Uk Road, Tsuen Wan, N.T.","新界荃灣楊屋道88號","34-17808","2015",2020-08-27,2030-08-26,"","829979","22.36733","114.11581","825353"
"Aurora (Clubhouse)","映日灣 (會所)","88 Yeung Uk Road, Tsuen Wan, N.T.","新界荃灣楊屋道88號","34-17812","2015",2020-08-27,2030-08-26,"","843813","22.43043","114.25017","832341"
"Extension of Tack Ching Kindergarten","德貞幼稚園擴建","168 Fuk Wing Street , Sham Shui Po, Kowloon","九龍深水埗福榮街168號","34-18614","2015",2020-08-27,2030-08-26,"","834675","22.3333","114.16141","821583"
"63 Pokfulam (For Podium and Basement)","63 Pokfulam (For Podium and Basement)","45-65A Pok Fu Lam Road, Sai Ying Pun, Hong Kong","香港西營盤薄扶林道45-65A號","34-18205","2015",2020-08-31,2030-08-30,"","831271","22.28347","114.12838","816067"
"63 Pokfulam - Tower 1 (Amber House)","63 Pokfulam - Tower 1 (Amber House)","45-65A Pok Fu Lam Road, Sai Ying Pun, Hong Kong","香港西營盤薄扶林道45-65A號","34-18206","2015",2020-08-31,2030-08-30,"","832297","22.28543","114.13834","816283"
"63 Pokfulam - Tower 2 (Emerald House)","63 Pokfulam - Tower 2 (Emerald House)","45-65A Pok Fu Lam Road, Sai Ying Pun, Hong Kong","香港西營盤薄扶林道45-65A號","34-18207","2015",2020-08-31,2030-08-30,"","832272","22.28539","114.1381","816279"
"Maze Hotel","美斯酒店","473-473A Nathan Road, Yau Ma Tei, Kowloon","九龍油麻地彌敦道473-473A號","34-18277","2015",2020-08-31,2030-08-30,"","835642","22.31098","114.1708","819112"
"Plaza 88","荃灣88","88 Yeung Uk Road, Tsuen Wan, N.T.","新界荃灣楊屋道88號","34-18933","2015",2020-09-01,2030-08-31,"","829979","22.36733","114.11581","825353"
"Jessville - Club House / Carpark / Residential Tower","譚雅士大宅","128 Pok Fu Lam Road, Po Fu Lam, Hong Kong","香港簿扶林簿扶林道128號","34-16874","2012 (Rev.1)",2020-09-01,2030-08-31,"","837022","22.32367","114.18419","820517"
"The Hong Kong Federation of Youth Groups Tai Po Youth Hostel cumYouth S.P.O.T.,","香港青年協會大埔青年宿舍暨青年空間","2 Po Heung Street, Tai Po, N.T.","新界大埔寶鄉街2號","34-18521","2015",2020-09-01,2030-08-31,"","835118","22.44641","114.16571","834108"
"Terrace Concerto","翠鳴臺","3 Ming Kum Road, Tuen Mun, N.T.","新界屯門鳴琴路3號","34-18177","2015",2020-09-08,2030-09-07,"","814680","22.40062","113.96722","829054"
"Greenhill Villa (Podium)","綠怡雅苑(大廈平台)","Siu Lek Yuen Road / Kwong Sin Street, Sha Tin, N.T.","新界沙田小瀝源路 / 廣善街","34-17226","2015",2020-09-02,2030-09-01,"","840059","22.38374","114.21368","827170"
"Greenhill Villa (Tower 1)","綠怡雅苑(第一座)","Siu Lek Yuen Road / Kwong Sin Street, Sha Tin, N.T.","新界沙田小瀝源路 / 廣善街","34-17227","2015",2020-09-02,2030-09-01,"","832958","22.24409","114.14477","811704"
"Greenhill Villa (Tower 2)","綠怡雅苑(第二座)","Siu Lek Yuen Road / Kwong Sin Street, Sha Tin, N.T.","新界沙田小瀝源路 / 廣善街","34-17228","2015",2020-09-02,2030-09-01,"","832958","22.24409","114.14477","811704"
"Greenhill Villa (Tower 3)","綠怡雅苑(第三座)","Siu Lek Yuen Road / Kwong Sin Street, Sha Tin, N.T.","新界沙田小瀝源路 / 廣善街","34-17229","2015",2020-09-02,2030-09-01,"","832958","22.24409","114.14477","811704"
"Remaining Midfield Development - Ramp Office, Hong Kong International Airport","Remaining Midfield Development - Ramp Office, Hong Kong International Airport","Chek Lap Kok, Lantau, N.T.","新界大嶼山赤鱲角","34-19657","2018",2020-09-08,2030-09-07,"","809569","22.31005","113.91775","819032"
"Kowloon East Regional HQ and Operational Base cum Ngau Tau Kok Divisional Police Station","東九龍總區總部及行動基地暨牛頭角分區警署","105 Concord Road , Kai Tak, Kowloon","九龍啟德協調道105號","34-18611","2015",2020-09-11,2030-09-10,"","836354","22.31531","114.17771","819591"
"Hong Chi Morninghill School, Tsui Lam","匡智翠林晨崗學校","Tsui Lam Estate, Tseung Kwan O, Sai Kung, N.T.","新界西貢將軍澳翠林邨","34-19854","2015",2020-09-17,2030-09-16,"","843646","22.32094","114.24849","820217"
"Mount Regency - Tower 1A & 1B","御半山 - 第1A及1B座","8 King Sau Lane, Tuen Mun, N.T.","新界屯門景秀里8號","34-18095","2015",2020-09-16,2030-09-15,"","816124","22.40555","113.98123","829598"
"MTR SCL Kai Tak Station","港鐵沙田至中環綫啟德站","Concorde Road, Kowloon City, Kowloon","九龍九龍城協調道","34-06610","2012",2020-09-21,2030-09-20,"","837369","22.38265","114.18756","827048"
"L'AQUATIQUE","逸景 ‧ 龍灣","108 Castle Peak Road, Tsing Lung Tau, Tsuen Wan, N.T.","新界荃灣青龍頭青山公路108號","34-17504","2015",2020-10-05,2030-10-04,"","822184","22.35991","114.04014","824536"
"Carpark Underneath the Park in West Kowloon Cultural District","Carpark Underneath the Park in West Kowloon Cultural District","36 Museum Drive, West Kowloon Cultural District, Kowloon","九龍西九文化區博物館道36號","34-17358","2015",2020-10-05,2030-10-04,"","836495","22.32051","114.17908","820167"
"Altissimo (Podium)","Altissimo (Podium)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18726","2015",2020-10-09,2030-10-08,"","843100","22.43415","114.24324","832752"
"Altissimo (H17-H21)","Altissimo (H17-H21)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18727","2015",2020-10-09,2030-10-08,"","843135","22.43418","114.24358","832756"
"Altissimo (Tower 1)","Altissimo (Tower 1)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18728","2015",2020-10-09,2030-10-08,"","843186","22.43464","114.24408","832807"
"Altissimo (Tower 2)","Altissimo (Tower 2)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18729","2015",2020-10-09,2030-10-08,"","843160","22.43443","114.24382","832784"
"Altissimo (Tower 3)","Altissimo (Tower 3)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18730","2015",2020-10-09,2030-10-08,"","843037","22.4343","114.24262","832769"
"Altissimo (Tower 5)","Altissimo (Tower 5)","Yiu Sha Road , Whitehead, Ma On Shan, N.T. (Lot No. STTL 601)","新界馬鞍山白石耀沙路 (地段編號STTL 601)","34-18731","2015",2020-10-09,2030-10-08,"","843016","22.43401","114.24242","832737"
"Madison Park (Commercial Block - G/F, 1/F, 2/F)","1號九龍道 (商業部份 - G/F, 1/F, 2/F)","1 Kowloon Road, Cheung Sha Wan, Kowloon","九龍長沙灣九龍道1號","34-18529","2015",2020-10-20,2030-10-19,"","","","",""
"Madison Park (Residential Block)","1號九龍道 (住宅部分)","1 Kowloon Road, Cheung Sha Wan, Kowloon","九龍長沙灣九龍道1號","34-18530","2015",2020-10-20,2030-10-19,"","834785","22.33418","114.16248","821681"
"Munsang College, Block E","民生書院, E座","8 Dumbarton Road , Kowloon City, Kowloon","九龍九龍城東寶庭道8號","34-18979","2015",2020-10-20,2030-10-19,"","837238","22.33193","114.18629","821432"
"The Hari Hong Kong","The Hari Hong Kong","330 Lockhart Road, Wan Chai, Hong Kong","香港灣仔駱克道330號","34-18523","2015",2020-10-16,2030-10-15,"","836416","22.27881","114.17831","815549"
"Le Pont - Tower 1","上源 - 一座","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-17796","2015",2020-10-16,2030-10-15,"","818459","22.37405","114.00396","826106"
"Le Pont - Tower 2","上源 - 二座","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-18115","2015",2020-10-16,2030-10-15,"","818459","22.37405","114.00396","826106"
"Le Pont - Tower 3","上源 - 三座","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-17797","2015",2020-10-16,2030-10-15,"","818459","22.37405","114.00396","826106"
"Le Pont - Tower 5","上源 - 五座","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-18116","2015",2020-10-16,2030-10-15,"","818459","22.37405","114.00396","826106"
"Le Pont - Tower 6","上源 - 六座","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-18117","2015",2020-10-16,2030-10-15,"","818459","22.37405","114.00396","826106"
"Le Pont - Podium","上源 - 平台","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-18114","2015",2020-10-16,2030-10-15,"","839386","22.41109","114.20716","830198"
"Le Pont - Kindergarten","上源 - 幼稚園","99 So Kwun Wat Road, Tuen Mun, New Territories","新界屯門掃管笏路99號","34-18118","2015",2020-10-16,2030-10-15,"","820448","22.44514","114.02319","833976"
"One-Eighty","","180 Shau Kei Wan Road, Shau Kei Wan, Hong Kong","香港筲箕灣筲箕灣道180號","34-18247","2015",2020-10-21,2030-10-20,"","841040","22.28072","114.22318","815761"
"Extension at HKUGA Primary School","港大同學會小學新翼","9 Yee Shing Street, Chai Wan, Hong Kong","香港柴灣怡盛街9號","34-19198","2015",2020-10-22,2030-10-21,"","842734","22.26561","114.23961","814089"
"AVA61","","51-61 Tai Po Road, Sham Shui Po, Kowloon","九龍深水埗大埔道51-61號","34-18798","2015",2020-10-23,2030-10-22,"","835011","22.33158","114.16467","821393"
"Hong Chi Shiu Pong Morninghope School","匡智紹邦晨輝學校","9 Chung Mun Road, Tung Chung, Lantau, N.T.","新界大嶼山東涌松滿路9號","34-17869","2015",2020-10-27,2030-10-26,"","815185","22.40676","113.97212","829732"
"Centra Horizon (Tower 1)","海日灣II (一座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18071","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 2)","海日灣II (二座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18072","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 3)","海日灣II (三座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18073","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 5)","海日灣II (五座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18074","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 6)","海日灣II (六座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18075","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 7)","海日灣II (七座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18076","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 8)","海日灣II (八座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18077","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 9)","海日灣II (九座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18078","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 10)","海日灣II (十座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18079","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 11)","海日灣II (十一座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18080","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 12)","海日灣II (十二座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18081","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Tower 13)","海日灣II (十三座)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18082","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Centra Horizon (Clubhouse)","海日灣II (會所)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18083","2015",2020-10-29,2030-10-28,"","843813","22.43043","114.25017","832341"
"Centra Horizon (Basement)","海日灣II (地庫)","18 Chong San Road, Tai Po, N.T.","新界大埔創新路18號","34-18084","2015",2020-10-29,2030-10-28,"","839314","22.42791","114.20646","832060"
"Residential Development at Y.T.I.L. 44 (G/F & 1/F Carpark)","","Junction of Shung Shun Street and Yan Yue Wai, Yau Tong, Kowloon","九龍油塘崇信街與仁宇圍交界","34-19317","2018",2020-10-29,2030-10-28,"","","","",""
"The Cavaridge (Basement)","駿嶺薈 (地庫)","38 Lai Ping Road, Sha Tin, N.T.","新界沙田麗坪路38號","34-17798","2015",2020-10-30,2030-10-29,"","838803","22.41172","114.2015","830267"
"The Cavaridge (Clubhouse)","駿嶺薈 (會所)","38 Lai Ping Road, Sha Tin, N.T.","新界沙田麗坪路38號","34-17799","2015",2020-10-30,2030-10-29,"","838803","22.41172","114.2015","830267"
"The Cavaridge (Tower 1 & 2)","駿嶺薈 (一及二座)","38 Lai Ping Road, Sha Tin, N.T.","新界沙田麗坪路38號","34-17800","2015",2020-10-30,2030-10-29,"","838736","22.41288","114.20085","830396"
"URA Kwun Tong Town Centre Redevelopment (DA 2&3) (Hawker Bazaar)","市建局觀塘市中心重建項目第二、三期(小販市場)","33 Hip Wo Street, Kwun Tong, Kowloon","九龍觀塘協和街33號","34-19749","2015",2020-11-03,2030-11-02,"","835614","22.30771","114.17053","818749"
"URA Kwun Tong Town Centre Redevelopment (DA 2&3) (Refuse Collection Point)","市建局觀塘市中心重建項目第二、三期(垃圾收集站)","33 Hip Wo Street, Kwun Tong, Kowloon","九龍觀塘協和街33號","34-19750","2015",2020-11-03,2030-11-02,"","830341","22.35879","114.11933","824408"
"Mount Regency - Podium","御半山 - 平台","8 King Sau Lane, Tuen Mun, N.T.","新界屯門景秀里8號","34-17730","2015",2020-11-04,2030-11-03,"","839386","22.41109","114.20716","830198"
"Mount Regency - Tower 2A & 2B","御半山 - 第2A及2B座","8 King Sau Lane, Tuen Mun, N.T.","新界屯門景秀里8號","34-18096","2015",2020-11-04,2030-11-03,"","816063","22.40511","113.98065","829549"
"Anderson Road Site C2 Phase 1 - District Open Space (Toilet Block)","安達臣道地盤丙二第一期 - 地區休憩用地(洗手間)","Lot No. GLA-NK808, On Sau Road, Kwun Tong, Kowloon","九龍觀塘安秀道地段GLA-NK808","34-18741","2015",2020-11-09,2030-11-08,"","841648","22.33289","114.2291","821539"
"The Esplanade","弦海","101 Yip Wong Road, Tuen Mun, N.T.","新界屯門業旺路101號","34-18173","2015",2020-11-09,2030-11-08,"","843813","22.43043","114.25017","832341"
"Fu Fai House","富暉樓","2 Fung Shing Street , Wong Tai Sin, Kowloon","九龍黃大仙豐盛街2號","34-17998","2015",2020-11-09,2030-11-08,"","839638","22.3429","114.20959","822647"
"The LOHAS","The LOHAS","1 Lohas Park Road, Tseung Kwan O, N.T.","新界將軍澳康城路1號","34-17675","2015",2020-11-16,2030-11-15,"","845959","22.2949","114.27092","817334"
"Forward Living","迎進生活","9 Fu Tei Road, Tuen Mun, New Territories","新界屯門富地路9號","34-16827","2015",2020-11-20,2030-11-19,"","836871","22.33604","114.18272","821886"
"Building 613A - Outdoor Vending Facility","中央廚房大樓","Hong Kong Disneyland Theme Park, Lantau Island, N.T.","新界大嶼山香港迪士尼主題樂園","34-18978","2015",2020-11-26,2030-11-25,"","839761","22.31442","114.21078","819493"
"Maya (Podium)","曦臺 (平台層)","8 Shung Shan Street and 15 Sze Shan Street, Yau Tong, Kowloon","九龍油塘崇山街8號及四山街15號","34-18536","2015",2020-11-27,2030-11-26,"","844663","22.32041","114.25835","820158"
"Maya (Tower 1)","曦臺 (住宅一座)","8 Shung Shan Street and 15 Sze Shan Street, Yau Tong, Kowloon","九龍油塘崇山街8號及四山街15號","34-18534","2015",2020-11-27,2030-11-26,"","826087","22.44264","114.07797","833695"
"Maya (Tower 2)","曦臺 (住宅二座)","8 Shung Shan Street and 15 Sze Shan Street, Yau Tong, Kowloon","九龍油塘崇山街8號及四山街15號","34-18535","2015",2020-11-27,2030-11-26,"","826087","22.44264","114.07797","833695"
"Upper Central","堅道48號","48 Caine Road, Hong Kong","香港堅道48號","34-17633","2015",2020-11-27,2030-11-26,"","833732","22.28082","114.15226","815772"
"Grand Metro East","都滙東","363-367 Shaukeiwan Road, Shau Kei Wan, Hong Kong","香港筲箕灣筲箕灣道363-367號","34-19081","2015",2020-11-30,2030-11-29,"","841509","22.27738","114.22773","815392"
"Data Technology Hub","數據技術中心","5 Chun Cheong Street, Tseung Kwan O Industrial Estate, Tseung Kwan O, N.T.","新界將軍澳將軍澳工業邨駿昌街5號","34-18760","2015",2020-12-03,2030-12-02,"","829057","22.37403","114.10686","826095"
"Wesleyan House","衞斯理大樓","271 Queen's Road East, Wan Chai, Hong Kong","香港灣仔皇后大道東271號","34-16971","2012 (Rev.1)",2020-12-07,2030-12-06,"","836079","22.27414","114.17505","815033"
